Season,Site,Transect,Strata,species,3,8,12,13,17,18,19,23
SUMMER,PARSONS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,2,0,0,2
SUMMER,PARSONS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,2,MIDWATER,Brachyistius frenatus,0,0,1,0,0,0,0,0
SUMMER,PARSONS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARSONS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,1,0
SUMMER,ARROW,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,1,0,0
SUMMER,ARROW,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ARROW,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,2,MIDWATER,Brachyistius frenatus,2,0,0,0,0,0,0,0
SUMMER,BEYOND,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,3,BENTHIC,Brachyistius frenatus,0,0,0,3,0,0,0,0
SUMMER,BEYOND,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,BEYOND,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,PARADISE,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,EMPIRE,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,INDIANS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
SUMMER,ISTHMUS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,PARSONS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,ARROW,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL ,INDIANS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,ISTHMUS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,3,BENTHIC,Brachyistius frenatus,0,0,0,1,0,0,0,0
WINTER,PARSONS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,PARSONS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,INDIANS,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,3,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,4,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,4,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,1,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,1,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,1,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,2,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,2,MIDWATER,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,2,BENTHIC,Brachyistius frenatus,0,0,0,0,0,0,0,0
WINTER,ISTHMUS,3,CANOPY,Brachyistius frenatus,0,0,0,0,0,0,0,0
