Season,Site,Transect,Strata,QUAD,species,10,12
SUMMER,EMPIRE,4,BENTHIC,30,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,2.1,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,4.2,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,8.3,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,9.4,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,12.4,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,17.4,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,19.5,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,23.8,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,26.8,Gibbonsia elegans,0,0
FALL,INDIANS,1,BENTHIC,29.1,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,0,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,3.3,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,6.8,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,12,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,13.5,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,15.6,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,18.4,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,23.4,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,24,Gibbonsia elegans,0,0
FALL,INDIANS,2,BENTHIC,28.4,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,2.4,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,4.7,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,7,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,10.4,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,12.4,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,15,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,18.2,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,22.3,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,25.1,Gibbonsia elegans,0,0
FALL,INDIANS,3,BENTHIC,28.9,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,2.9,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,4.2,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,7.5,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,12,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,13.9,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,16.4,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,21.4,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,24.1,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,27.2,Gibbonsia elegans,0,0
FALL,INDIANS,4,BENTHIC,29,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,2.4,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,5.9,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,6.9,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,10.2,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,12.5,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,15.9,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,19.8,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,24,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,25.8,Gibbonsia elegans,0,0
FALL,ARROW,1,BENTHIC,27.1,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,0.7,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,4.7,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,8,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,9.4,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,14.1,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,16.7,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,19.8,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,23.8,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,24.1,Gibbonsia elegans,0,0
FALL,ARROW,2,BENTHIC,28.6,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,1.8,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,4.4,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,7.7,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,9.9,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,14.2,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,16,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,20,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,23.7,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,24.8,Gibbonsia elegans,0,0
FALL,ARROW,3,BENTHIC,27.3,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,1.4,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,5.8,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,7.6,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,10.1,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,13.2,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,15,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,19,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,23.1,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,25.6,Gibbonsia elegans,0,0
FALL,ARROW,4,BENTHIC,27,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,2.6,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,3.6,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,8.5,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,9.6,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,14.8,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,16.5,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,19.7,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,23.3,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,24,Gibbonsia elegans,0,0
FALL,PARSONS,1,BENTHIC,28,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,2.8,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,3.7,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,7,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,10.2,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,14.4,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,15.8,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,20.2,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,23.7,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,24.5,Gibbonsia elegans,0,0
FALL,PARSONS,2,BENTHIC,27.2,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,1.4,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,5.7,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,6.4,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,11.5,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,14.7,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,18,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,18.8,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,23.3,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,26.7,Gibbonsia elegans,0,0
FALL,PARSONS,3,BENTHIC,28.8,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,1.2,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,4.7,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,7,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,9.1,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,14.5,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,15.8,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,19.7,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,22.2,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,26.2,Gibbonsia elegans,0,0
FALL,PARSONS,4,BENTHIC,29.8,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,1.5,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,4.5,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,6.4,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,11.2,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,13.9,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,17.4,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,18,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,21.3,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,24.9,Gibbonsia elegans,0,0
FALL,BEYOND,1,BENTHIC,27.3,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,2.7,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,5.3,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,6.6,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,11.2,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,14,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,17.7,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,18.7,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,22.1,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,26.4,Gibbonsia elegans,0,0
FALL,BEYOND,2,BENTHIC,27.9,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,0.4,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,5.6,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,8.7,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,10.8,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,14.3,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,15.2,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,20.8,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,21.6,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,26.3,Gibbonsia elegans,0,0
FALL,BEYOND,3,BENTHIC,27.8,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,0.7,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,5.8,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,8.7,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,10.6,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,13,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,17,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,19.7,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,21.2,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,26.4,Gibbonsia elegans,0,0
FALL,BEYOND,4,BENTHIC,29.9,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,1.3,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,6,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,6.8,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,10.9,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,13.8,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,17.9,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,19.8,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,22,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,26.3,Gibbonsia elegans,0,0
FALL,ISTHMUS,1,BENTHIC,27,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,1.9,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,4.4,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,6.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,10.3,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,13.3,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,16.4,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,20.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,22.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,26.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,2,BENTHIC,29.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,0.2,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,3.3,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,6.9,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,10.5,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,14.1,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,16.9,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,18.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,21.8,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,25.4,Gibbonsia elegans,0,0
FALL,ISTHMUS,3,BENTHIC,27.4,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,2.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,3.5,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,8.7,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,11.5,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,13.3,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,18,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,20.2,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,22.2,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,26.6,Gibbonsia elegans,0,0
FALL,ISTHMUS,4,BENTHIC,28.5,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,2.1,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,5.1,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,7.4,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,9,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,12.6,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,16.5,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,20.8,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,22.6,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,24.8,Gibbonsia elegans,0,0
FALL,PARADISE,1,BENTHIC,27.4,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,0.1,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,4,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,7.5,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,11.6,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,13.1,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,15.2,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,18.7,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,21.9,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,25.3,Gibbonsia elegans,0,0
FALL,PARADISE,2,BENTHIC,28,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,1.5,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,4.8,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,7.2,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,9.1,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,13.7,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,17.6,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,20.4,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,21,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,24.4,Gibbonsia elegans,0,0
FALL,PARADISE,3,BENTHIC,27.8,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,2.6,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,3.7,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,6.5,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,11.6,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,14,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,16.6,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,20.5,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,21.2,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,24.6,Gibbonsia elegans,0,0
FALL,PARADISE,4,BENTHIC,29.5,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,1,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,3.4,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,6.2,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,10,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,14.1,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,16.9,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,19,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,21.6,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,24.4,Gibbonsia elegans,0,0
FALL,EMPIRE,1,BENTHIC,29.8,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,2.9,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,5.4,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,7.6,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,11.4,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,13,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,18,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,19.5,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,21.7,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,24.2,Gibbonsia elegans,0,0
FALL,EMPIRE,2,BENTHIC,27.4,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,2.1,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,3.8,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,6.2,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,11.5,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,14.2,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,16.5,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,19.2,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,23.5,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,26.3,Gibbonsia elegans,0,0
FALL,EMPIRE,3,BENTHIC,28.5,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,2,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,3.7,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,8.1,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,11.6,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,15,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,15.3,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,18.3,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,23.5,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,26.3,Gibbonsia elegans,0,0
FALL,EMPIRE,4,BENTHIC,27.4,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,1.5,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,4.5,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,6.4,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,11.2,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,13.9,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,17.4,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,18,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,21.3,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,24.9,Gibbonsia elegans,0,0
WINTER,BEYOND,1,BENTHIC,27.3,Gibbonsia elegans,0,0
