Season,Site,Transect,Strata,QUAD,species,8
WINTER,BEYOND,1,BENTHIC,27.3,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,2.7,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,5.3,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,6.6,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,11.2,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,14,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,17.7,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,18.7,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,22.1,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,26.9,Paraclinus integripinnis,0
WINTER,BEYOND,2,BENTHIC,27.8,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,0.4,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,5.6,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,8.7,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,10.8,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,14.3,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,15.2,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,20.8,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,21.1,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,26.3,Paraclinus integripinnis,0
WINTER,BEYOND,3,BENTHIC,27.8,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,0.7,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,5.9,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,8.7,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,10.6,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,13,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,17,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,19.7,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,21.2,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,26.4,Paraclinus integripinnis,0
WINTER,BEYOND,4,BENTHIC,27.9,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,3,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,5.1,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,7.9,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,10.4,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,12.4,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,17.3,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,19,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,21.8,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,24.7,Paraclinus integripinnis,0
WINTER,ISTHMUS,1,BENTHIC,29,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,0.4,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,5.4,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,6.1,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,12,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,14.9,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,17.1,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,20.6,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,22.6,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,25.6,Paraclinus integripinnis,0
WINTER,ISTHMUS,2,BENTHIC,29.2,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,3,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,5.8,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,7.8,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,10,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,13.5,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,17.1,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,20.2,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,22.1,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,25.8,Paraclinus integripinnis,0
WINTER,ISTHMUS,3,BENTHIC,28.2,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,1.6,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,3.3,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,8.9,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,9.3,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,13,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,16.4,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,19.6,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,21.7,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,25.1,Paraclinus integripinnis,0
WINTER,ISTHMUS,4,BENTHIC,28.5,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,0,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,4.5,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,8.4,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,9,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,12.4,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,17.3,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,20,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,22.8,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,24.3,Paraclinus integripinnis,0
WINTER,PARADISE,1,BENTHIC,29,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,1,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,4.2,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,6.5,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,9.2,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,14.7,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,15.7,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,19.1,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,21.3,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,24.5,Paraclinus integripinnis,0
WINTER,PARADISE,2,BENTHIC,29.2,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,0.2,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,5.1,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,8.6,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,9.5,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,12.6,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,15,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,20,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,22.3,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,26,Paraclinus integripinnis,0
WINTER,PARADISE,3,BENTHIC,29.9,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,1.2,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,5.7,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,6.2,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,9.1,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,13.4,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,15.6,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,21,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,23.8,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,25.6,Paraclinus integripinnis,0
WINTER,PARADISE,4,BENTHIC,27.8,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,2,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,5.3,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,6.3,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,10.9,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,13.2,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,15.1,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,20.7,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,23.7,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,24.8,Paraclinus integripinnis,0
WINTER,EMPIRE,1,BENTHIC,29.4,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,0.7,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,4.8,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,6.5,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,11.5,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,12.8,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,15.5,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,20.2,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,21.9,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,24.9,Paraclinus integripinnis,0
WINTER,EMPIRE,2,BENTHIC,28.4,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,2,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,5.5,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,6.6,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,10.2,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,14.6,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,17.1,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,18.6,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,22.1,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,24.1,Paraclinus integripinnis,0
WINTER,EMPIRE,3,BENTHIC,27.6,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,2.5,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,5.1,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,8.7,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,11.9,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,12.4,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,17.3,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,20.2,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,21,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,26.2,Paraclinus integripinnis,0
WINTER,EMPIRE,4,BENTHIC,29.5,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,3,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,5.9,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,8.9,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,9,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,12.2,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,17.5,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,19.1,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,22.9,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,24.5,Paraclinus integripinnis,0
WINTER,ARROW,1,BENTHIC,27.4,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,1,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,3.9,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,6.3,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,10.8,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,14.7,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,15.4,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,19.5,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,23.8,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,24.5,Paraclinus integripinnis,0
WINTER,ARROW,2,BENTHIC,29.7,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,1.9,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,4.2,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,8.3,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,10.1,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,13.2,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,16,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,18.3,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,22.4,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,25.3,Paraclinus integripinnis,0
WINTER,ARROW,3,BENTHIC,28,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,1.4,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,5,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,8,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,9.6,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,12.1,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,17.8,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,20.7,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,21.7,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,24.9,Paraclinus integripinnis,0
WINTER,ARROW,4,BENTHIC,28,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,0.9,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,5.9,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,7.6,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,11.4,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,14.3,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,16.8,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,18.7,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,24,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,26.8,Paraclinus integripinnis,0
WINTER,INDIANS,1,BENTHIC,28.5,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,1,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,3,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,7.6,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,11.3,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,13.6,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,17,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,19.6,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,24,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,26.7,Paraclinus integripinnis,0
WINTER,INDIANS,2,BENTHIC,28.6,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,1,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,3.9,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,7.7,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,11.5,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,12.1,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,16.9,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,19.9,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,24,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,26.7,Paraclinus integripinnis,0
WINTER,INDIANS,3,BENTHIC,28.6,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,0.5,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,3.2,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,6.4,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,11.8,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,15,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,17.7,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,19.9,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,21.8,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,24,Paraclinus integripinnis,0
WINTER,INDIANS,4,BENTHIC,28.7,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,2.9,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,4.3,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,7.2,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,11.1,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,12.9,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,15.7,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,18.5,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,22.3,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,25.1,Paraclinus integripinnis,0
WINTER,PARSONS,1,BENTHIC,27.2,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,2,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,3.1,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,6.3,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,9.5,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,12.8,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,16.4,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,20,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,22.7,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,25.3,Paraclinus integripinnis,0
WINTER,PARSONS,2,BENTHIC,27.1,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,2.8,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,4.4,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,6.1,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,11.4,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,13.2,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,15.1,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,20.5,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,21,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,24.1,Paraclinus integripinnis,0
WINTER,PARSONS,3,BENTHIC,27.3,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,2,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,3.1,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,8.9,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,9.5,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,14,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,16.1,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,19.1,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,21.6,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,25.5,Paraclinus integripinnis,0
WINTER,PARSONS,4,BENTHIC,29.7,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,2.4,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,3.2,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,7.3,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,9.6,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,14.8,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,16.1,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,18.3,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,23.1,Paraclinus integripinnis,0
SPRING,INDIANS,1,BENTHIC,25.7,Paraclinus integripinnis,0
