Season,Site,Transect,Strata,QUAD,species,8
SUMMER-2,BEYOND,1,BENTHIC,27.3,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,2.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,5.3,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,6.6,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,11.2,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,14,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,17.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,18.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,22.1,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,26.9,Paraclinus integripinnis,0
SUMMER-2,BEYOND,2,BENTHIC,27.9,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,0.4,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,5.6,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,8.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,10.8,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,14.3,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,15.2,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,20.8,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,21.6,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,26.3,Paraclinus integripinnis,0
SUMMER-2,BEYOND,3,BENTHIC,27.8,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,0.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,5.9,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,8.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,10.6,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,13,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,17,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,19.7,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,31.2,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,26.4,Paraclinus integripinnis,0
SUMMER-2,BEYOND,4,BENTHIC,29.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,0,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,3.7,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,7.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,11.6,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,13.4,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,17.3,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,20.3,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,23.7,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,26.6,Paraclinus integripinnis,0
SUMMER-2,ARROW,1,BENTHIC,29.1,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,1.5,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,3.3,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,7.2,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,12,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,14.6,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,16.5,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,18.7,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,22.6,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,26.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,2,BENTHIC,29.5,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,0.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,4.1,Paraclinus integripinnis,1
SUMMER-2,ARROW,3,BENTHIC,8.6,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,9.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,12.3,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,17.5,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,19.2,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,23.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,25.2,Paraclinus integripinnis,0
SUMMER-2,ARROW,3,BENTHIC,27,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,1.1,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,3.5,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,6.4,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,11.1,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,13.1,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,17.9,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,20.7,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,23.6,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,24,Paraclinus integripinnis,0
SUMMER-2,ARROW,4,BENTHIC,29.6,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,2.4,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,3.2,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,7.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,9.6,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,14.8,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,16.1,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,18.3,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,23.1,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,25.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,1,BENTHIC,29.9,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,1.9,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,5.5,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,7.1,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,9.5,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,14.6,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,17.9,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,18.2,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,23.8,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,26,Paraclinus integripinnis,0
SUMMER-2,INDIANS,2,BENTHIC,27.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,1.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,5.5,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,8.4,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,11.9,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,12.3,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,16.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,18,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,21.6,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,25.4,Paraclinus integripinnis,0
SUMMER-2,INDIANS,3,BENTHIC,29.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,0.9,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,5.6,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,8,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,10.3,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,13,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,15,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,18.5,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,22.4,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,26.7,Paraclinus integripinnis,0
SUMMER-2,INDIANS,4,BENTHIC,27.9,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,1.2,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,4.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,6.9,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,11,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,12.4,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,17.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,20.5,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,22.2,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,26.1,Paraclinus integripinnis,0
SUMMER-2,PARSONS,1,BENTHIC,28.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,0.6,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,3.5,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,7.1,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,11.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,12.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,16.2,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,20.2,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,23.3,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,25.4,Paraclinus integripinnis,0
SUMMER-2,PARSONS,2,BENTHIC,28,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,2.6,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,4.1,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,8.9,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,10.2,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,14.4,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,17.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,20,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,22.8,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,25.3,Paraclinus integripinnis,0
SUMMER-2,PARSONS,3,BENTHIC,29.7,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,1.8,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,5.3,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,6.9,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,10.9,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,14.6,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,17.1,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,18.3,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,23.8,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,26.6,Paraclinus integripinnis,0
SUMMER-2,PARSONS,4,BENTHIC,29,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,2.1,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,4.2,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,8.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,11.9,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,14.2,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,15.4,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,18.8,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,22.7,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,25.4,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,1,BENTHIC,29,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,1,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,4.2,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,7.5,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,11.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,13.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,16.6,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,21,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,22.4,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,26.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,2,BENTHIC,27.1,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,0.4,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,4.4,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,8,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,10.9,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,12.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,15.6,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,18,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,23.4,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,26.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,3,BENTHIC,29.5,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,1.2,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,5.3,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,7.8,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,10,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,14.5,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,15.7,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,19.1,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,21.9,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,24.1,Paraclinus integripinnis,0
SUMMER-2,ISTHMUS,4,BENTHIC,29.6,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,2.2,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,5,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,7.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,12,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,14.5,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,17.9,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,18.5,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,22.7,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,27,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,1,BENTHIC,27.8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,0.9,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,3.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,6.8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,9.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,12.7,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,16.6,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,20,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,22.4,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,24.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,2,BENTHIC,27.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,0.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,4.5,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,9.8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,12.5,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,17.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,20.9,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,23.8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,26.6,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,3,BENTHIC,27.2,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,2,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,5,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,6.3,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,9.8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,14.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,16.6,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,20.9,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,23.1,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,24.8,Paraclinus integripinnis,0
SUMMER-2,EMPIRE,4,BENTHIC,27.6,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,2,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,5.4,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,7.4,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,9.3,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,13.4,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,15.5,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,19,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,23.8,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,25.6,Paraclinus integripinnis,0
SUMMER-2,PARADISE,1,BENTHIC,29.4,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,0.9,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,5.6,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,6.7,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,10,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,15,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,17.8,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,19.2,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,22.5,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,25,Paraclinus integripinnis,0
SUMMER-2,PARADISE,2,BENTHIC,28.1,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,2,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,3.4,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,7.9,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,10.1,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,13,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,17.8,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,18.5,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,22.7,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,26.9,Paraclinus integripinnis,0
SUMMER-2,PARADISE,3,BENTHIC,27.7,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,0.3,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,4.1,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,6.1,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,9.3,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,13.9,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,18,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,18.2,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,21.2,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,26.2,Paraclinus integripinnis,0
SUMMER-2,PARADISE,4,BENTHIC,30,Paraclinus integripinnis,0